Player,Team,Conference,GP,MPG,ORtg,USG,eFG%,TS%,ORB%,DRB%,AST%,TO%,FTM,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,BLK%,STL%,FTR,Class,Height,Number,PORPAG,Adj_O_Eff,Foul_rate,Year,ID,Hometown,Recruiting_Rank,A_TO_Rate,Rim_Made,Rim_Missed,Mid_Made,Mid_Missed,Rim%,Mid%,Dunks,Dunks_Attempts,Dunk%,Draft_Spot,DRTG,Adj_DRTG,D_PORPAG,stops,BPM,O_BPM,D_BPM,G_BPM,MPG,OG_BPM,DG_BPM,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,PTS_PG,Position_Advanced,3PT/100
Akol Mawein,Sacramento St.,BSky,21,42.1,103.9,17.1,57.1,62.23,6.1,19.5,7,26.6,29,37,0.784,34,57,0.596,4,13,0.308,4.6,1.2,52.9,Sr,6-9,3,0.554686,98.5441,4.9,2024,74860,"Sydney, Australia",,0.50003834,29,43,5,14,0.6744,0.3571,8,8,1,,108.599,108.792,1.30265,64.2954,-1.85941,-2.82865,0.969244,-1.69943,16.6087,-2.32569,0.62626,0.8696,2.6522,3.5217,0.6522,0.3478,0.6087,5.3913,PF/C,2.2703
Jason Montgomery,Lipscomb,ASun,9,6.4,93.4,23.7,48.1,48.15,4.4,4.1,0,8.6,0,0,0,4,12,0.333,6,15,0.4,7.3,0,0,Sr,6-5,24,0.151442,96.0754,1.4,2024,74861,"St. Louis, MO",,0.75000006,3,6,1,6,0.5,0.1667,0,0,,,114.049,116.911,0.305512,7.9192,-8.94443,-3.66523,-5.27919,-1.35886,8,2.48304,-3.8419,0.3636,0.3636,0.7273,0.2727,0.1818,0.3636,4.3636,Stretch 4,15.193
Chris Cain,Cornell,Ivy,12,6.7,88.8,19.4,31.3,35.4,12.8,9,6.4,11.9,2,2,1,2,6,0.333,2,10,0.2,7.2,3.5,12.5,Jr,6-8,33,0.0000289818,89.0634,6.7,2024,74863,"Middletown, NY",,0.75008754,2,6,0,0,0.3333,,0,1,0,,99.8273,101.575,0.409273,10.78,0.892036,-1.59478,2.48682,-4.81587,5,-3.89108,-0.924786,0.5714,0.5,1.0714,0.2143,0.2857,0.4286,2.1429,Stretch 4,11.4759
Josh Beadle,Clemson,ACC,21,27.1,99,16.3,51,52.84,1.5,10,11.9,19.4,14,24,0.583,22,38,0.579,3,14,0.214,0.5,1.2,46.2,So,6-3,0,0.32555,97.3337,3.3,2024,74864,"Columbia, SC",65.6,1.30775437,17,28,5,10,0.6071,0.5,0,0,,,108.712,103.098,1.10045,36.9022,-1.25994,-0.773454,-0.486484,-1.69465,11.4762,-2.05135,0.356703,0.1429,1.0476,1.1905,0.8095,0.2381,0.0476,3.1905,Combo G,3.4043
Geronimo Rubio De La Rosa,Columbia,Ivy,14,70.6,111.5,21.9,52.8,59,1.8,12.5,17,16.3,51,59,0.864,31,66,0.47,30,78,0.385,0.5,2.7,41,Jr,6-2,15,2.66569,112.856,1.1,2024,74865,"Santiago, Dominican Republic",,1.59998857,25,40,6,26,0.625,0.2308,0,0,,,105.375,110.89,2.25984,84.3391,1.75153,2.65523,-0.903706,2.78878,29.5882,3.09426,-0.305475,0.6471,3.3529,4,2.8235,1.4118,0.1176,13.5882,Combo G,9.93174
CJ Anthony,Cincinnati,B12,6,2.6,113.7,33.6,38.5,47.32,14.1,19.7,16.4,7.5,5,6,0.833,2,5,0.4,2,8,0.25,0,2.5,46.2,Jr,6-0,11,0.578692,132.567,1.7,2024,74866,"Columbus, OH",,1.99940002,2,3,0,2,0.6667,0,0,0,,,94.7932,96.5919,0.458501,4.67963,5.46873,6.3059,-0.837172,3.38414,3.8333,2.95716,0.426978,0.5,0.6667,1.1667,0.3333,0.1667,0,2.5,Wing G,20.0303
Ryan Kiachian,Cornell,Ivy,7,2.4,88.9,24.2,25,33.52,14.4,6.3,0,0,2,2,1,2,7,0.286,0,1,0,13.6,0,25,Jr,6-10,3,0.0326051,92.9304,4.7,2024,74867,"Los Altos Hills, CA",,,2,4,0,3,0.5,0,1,1,1,,105.982,106.699,0.205301,2.96414,-9.32437,-7.56087,-1.7635,-11.6326,3.625,-6.51608,-5.11648,0.625,0.375,1,0.375,0,0.375,1.5,C,3.2037
Ian Motta,Bucknell,Pat,23,45.7,104.2,15.2,55.9,57.03,4.8,13.5,5.1,17.3,14,22,0.636,28,52,0.538,16,41,0.39,3,2.3,23.7,Jr,6-6,1,0.421407,95.705,3.9,2024,74868,"Allen, TX",,0.55558396,22,35,6,17,0.6286,0.3529,2,2,1,,106.068,109.288,1.38111,74.628,-1.39597,-1.3684,-0.0275662,-0.789438,18.4783,-1.12007,0.330628,0.6957,2.0435,2.7391,0.4348,0.6957,0.4348,5.1304,Wing F,5.9802
Nazir Williams,Cornell,Ivy,18,60.7,110.7,22.6,56.4,60.13,1.7,15.8,21.2,20.2,38,48,0.792,45,79,0.57,23,62,0.371,0,1.4,34,Jr,6-3,1,2.11105,114.12,2.8,2024,74869,"Nyack, NY",,1.55560248,25,46,20,33,0.5435,0.6061,0,0,,,105.625,108.276,1.9195,77.4682,0.165068,1.31829,-1.15322,0.610249,23.5263,1.64545,-1.03521,0.3684,3.3684,3.7368,2.9474,0.5789,0,10.5263,Combo G,7.85354
Elvin Edmonds IV,Bucknell,Pat,17,60.4,97.1,21.7,47,51.06,0.7,11.5,28.1,22.4,34,45,0.756,37,79,0.468,22,70,0.314,0.5,2.4,30.2,Jr,6-2,5,0.811447,96.239,3.3,2024,74870,"Hopewell, VA",,1.65910658,23,48,14,31,0.4792,0.4516,0,0,,,107.979,113.384,1.99841,90.998,-2.67561,-0.886476,-1.78913,-3.00476,33.0588,-2.07437,-0.930391,0.1765,3.1176,3.2941,4.2941,1.2941,0.1176,10.2353,Scoring PG,7.7252
Josh Bascoe,Bucknell,Pat,18,60,96.8,21.9,51.1,55.02,0.7,9.2,28.7,26.9,33,42,0.786,43,89,0.483,19,51,0.373,0,1.7,30,Jr,6-0,13,0.999326,98.3514,2.4,2024,74872,"Milton, ON",,1.3773944,21,35,22,54,0.6,0.4074,0,0,,,110.926,112.539,1.9925,78.582,-5.14072,-1.9622,-3.17851,-4.72178,31,-1.91865,-2.80313,0.1667,2.3333,2.5,4.0556,0.8333,0,9.7778,Scoring PG,5.66588
Brandon Betson,Sacramento St.,BSky,12,31.9,92.1,25.3,41.5,46.71,0.9,6.5,13.3,19.1,23,27,0.852,14,32,0.438,20,74,0.27,0.4,1.4,25.5,Sr,6-1,1,0.72991,98.4799,2.7,2024,74874,"Hercules, CA",,0.83334301,5,11,9,21,0.4545,0.4286,0,0,,,115.009,114.156,1.31009,36.1358,-6.51938,-2.07895,-4.44043,-4.96669,21.6429,-1.90275,-3.06394,0.1429,1.2143,1.3571,1.4286,0.5,0.0714,9.5714,Combo G,17.0554
Spencer Hubbard,Duke,ACC,5,1.3,104.6,14.4,33.3,33.33,0,21.1,29,0,0,0,0,1,1,1,0,2,0,0,0,0,Sr,5-8,55,0.0469944,95.2173,7.3,2024,74876,"Los Angeles, CA",,,0,0,1,1,,1,0,0,,,103.014,106.429,0.188044,1.76828,-1.75882,-0.011532,-1.74729,-8.22016,2.2,-6.65356,-1.5666,0,0.4,0.4,0.4,0,0,0.4,Stretch 4,10.5407
Brandon Weatherspoon,Florida Atlantic,Amer,22,56.2,124.3,13.6,51.2,53.26,7,8.6,9.7,8.4,14,18,0.778,26,45,0.578,24,76,0.316,0.2,1.7,14.9,Sr,6-4,23,2.02474,115.017,1.8,2024,74877,"Canton, MS",,3.10033023,22,36,4,9,0.6111,0.4444,4,4,1,,106.276,103.341,2.16239,77.0861,3.87965,3.98013,-0.100485,3.06526,22.8636,2.82346,0.241805,1.3636,1.8182,3.1818,1.4091,0.6818,0.0455,6.2727,Wing G,8.66811
Simas Lukosius,Cincinnati,B12,20,61.6,104.7,19.1,50.3,52.7,2.4,10.8,18.4,22.1,23,30,0.767,28,60,0.467,37,106,0.349,0.6,1,18.1,Jr,6-8,41,1.70663,107.235,1.5,2024,74881,"Kaunas, Lithuania",33.2,1.47500002,14,27,14,33,0.5185,0.4242,0,0,,,101.068,97.4515,3.15611,84.7479,1.37771,0.678593,0.69912,2.97618,27.4,1.5676,1.40859,0.6,2.6,3.2,2.95,0.45,0.15,9.5,Wing F,11.202
Zeke Mayo,South Dakota St.,Sum,21,89.8,106.2,27.7,53.4,58.07,2.2,16.1,21.1,20,82,100,0.82,77,146,0.527,52,144,0.361,0.5,2.1,34.5,Jr,6-4,2,3.2031,114.753,1.9,2024,74884,"Lawrence, KS",,1.12821535,39,61,38,85,0.6393,0.4471,1,1,1,,106.603,107.164,2.97937,140.914,1.13821,2.06096,-0.922748,2.12739,35.1667,2.89669,-0.769304,0.7083,5.25,5.9583,3.6667,1.2083,0.1667,18.7083,Combo G,10.9495
Kezza Giffa,High Point,BSth,22,73.2,123.2,26.3,53.5,65.13,1.7,9.7,18.4,18.7,161,185,0.87,59,121,0.488,32,79,0.405,0.3,0.8,92.5,Jr,6-2,1,4.04827,128.895,3.2,2024,74886,"Paris, France",,1.35086321,40,80,19,41,0.5,0.4634,0,0,,,112.339,113.877,1.74641,91.0965,0.900771,4.03557,-3.1348,2.78547,28.5417,4.62472,-1.83926,0.375,2.375,2.75,3.2083,0.4583,0.0833,16.875,Combo G,7.07643
Landon Brenchley,Utah St.,MWC,7,2.5,99.8,13.7,66.7,56.5,5.7,11,7.7,19.7,1,3,0.333,2,3,0.667,0,0,0,0,0,100,So,6-4,0,0.0102547,90.0464,1.9,2024,74887,"Providence, UT",,1,2,3,0,0,0.6667,,0,0,,,107.392,109.526,0.224178,2.73891,-3.6135,-1.83942,-1.77407,-5.3516,3.5556,-2.48807,-2.86353,0.2222,0.5556,0.7778,0.4444,0,0,1,Wing G,0
Cade Potter,High Point,BSth,18,25.2,103.4,15.4,45.1,45.86,13.4,17.2,4,16.9,6,12,0.5,17,26,0.654,4,25,0.16,2.3,0.8,23.5,So,6-8,10,0.203776,93.8344,5.7,2024,74888,"Orange, CA",,0.72727272,15,21,2,5,0.7143,0.4,0,0,,,108.514,109.714,0.911364,38.0471,-1.7564,-0.0219096,-1.73449,-4.13813,12.85,-2.21997,-1.91816,1.3,2.3,3.6,0.4,0.3,0.3,2.95,PF/C,6.50486
Will McClendon,UCLA,P12,21,51.2,116.4,11.6,53.3,55.83,3,17,11.2,12.3,15,21,0.714,9,27,0.333,21,49,0.429,0.6,1.4,27.6,So,6-3,4,1.20349,105.999,2.5,2024,74891,"Las Vegas, NV",88.8,2.4546001,1,2,8,25,0.5,0.32,0,0,,,100.34,97.7886,2.36411,73.7898,2.85767,0.888994,1.96867,3.10088,20.4091,0.99786,2.10302,0.5,2.9091,3.4091,1.2273,0.5455,0.0909,4.5,Wing G,6.95476
Quentin Diboundje,East Carolina,Amer,13,31.3,102.7,20.1,48.8,51.72,4.7,10.7,5.4,14.2,23,37,0.622,22,39,0.564,12,43,0.279,1.8,1.8,45.1,Jr,6-5,7,0.95959,102.04,3.3,2024,74894,"Montpellier, France",68,0.5,21,33,1,6,0.6364,0.1667,1,2,0.5,,106.556,106.062,1.84841,42.936,-1.12376,-0.504806,-0.618958,-1.91937,21.3571,-0.820459,-1.09891,1.0714,1.8571,2.9286,0.5,0.5714,0.2857,7.8571,Wing G,9.45935
Kevin Dunn,Wake Forest,ACC,4,0.3,100.9,27.5,50,50,0,37.6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Jr,6-2,51,0.0393516,104.182,13.3,2024,74895,"Winston-Salem, NC",,,1,1,0,0,1,,0,0,,,95.3357,100.069,0.0806582,0.654551,-13.1655,-3.95556,-9.2099,-10.044,0.75,-10.0438,-0.000178563,0,0.25,0.25,0,0,0,0.5,PF/C,21.3621
Jordan Roberts,Texas A&M Corpus Chris,Slnd,18,42.8,101.5,22.6,48.4,50.99,2.3,10.8,16.8,16.3,19,26,0.731,23,62,0.371,24,60,0.4,0,0.9,21.3,Jr,6-4,2,0.806098,102.638,3.6,2024,74897,"Grand Prairie, TX",,1.13036821,14,32,9,30,0.4375,0.3,0,0,,,105.081,107.776,1.38257,45.2125,-2.76335,-0.434157,-2.32919,-1.31819,16.7727,0.309857,-1.62805,0.5,1.4545,1.9545,1.1818,0.3182,0,8.3636,Combo G,11.0378
Owen Dease,Texas A&M Corpus Chris,Slnd,17,47.9,81.3,19.1,35.1,37.39,2.6,12.8,15.6,18.1,12,19,0.632,19,57,0.333,14,57,0.246,1.8,1.3,16.7,So,6-8,12,-0.70366,79.0691,5.2,2024,74898,"Evansville, IN",,1.4999563,18,35,1,22,0.5143,0.0455,5,5,1,,102.495,104.842,1.84641,57.8182,-3.93019,-3.89984,-0.0303574,-4.66287,19.9048,-4.59696,-0.065909,0.5714,2.6667,3.2381,1.7143,0.5238,0.3333,6.5238,Wing F,9.36945
Jahmai Mashack,Tennessee,SEC,21,44.9,117.4,14.8,53.5,57.8,7.9,9.7,12.8,17.5,26,36,0.722,25,48,0.521,9,24,0.375,2.1,3.2,50,Jr,6-4,15,1.48737,112.938,3.9,2024,74899,"Fontana, CA",88,1.70599145,18,34,7,14,0.5294,0.5,0,0,,,95.7109,89.5559,2.58557,74.2968,7.59208,3.09616,4.49592,5.76593,17.9524,1.35952,4.40641,1.2857,1.6667,2.9524,1.381,1,0.3333,4.9048,Combo G,3.64185
Rahdir Hicks,Towson,CAA,5,10.6,87.1,12,33.3,44.82,0,6.4,8,27.7,6,6,1,2,10,0.2,2,5,0.4,0,0.7,40,Jr,6-0,10,-0.551577,80.6952,2.9,2024,74900,"Coatesville, PA",,0.80000001,1,2,1,8,0.5,0.125,0,0,,,109.084,107.135,1.57748,10.9867,-6.00222,-4.72212,-1.28011,-6.23162,19,-5.58876,-0.642856,0,1,1,0.8,0.2,0,3.2,Wing G,3.3268
Robert McCray V,Jacksonville,ASun,19,70.6,113.2,29.3,57.1,60.28,4.1,10.9,26.6,18.6,67,91,0.736,94,152,0.618,26,81,0.321,1,2.6,39.1,So,6-4,13,3.4479,122.518,3.7,2024,74901,"Columbia, SC",71,1.21820002,68,98,26,53,0.6939,0.4906,14,14,1,,112.083,112.297,1.93374,95.3432,2.13537,3.99448,-1.8591,3.58506,28.9091,4.03005,-0.444985,1.1364,2.8182,3.9545,3.0455,1.3636,0.2273,16.8182,Scoring PG,8.32306
Tyler Coleman,Towson,CAA,17,11.2,76.2,9.9,20,32.61,7.6,9.7,3.7,25.6,5,8,0.625,2,10,0.2,0,0,0,0,1.3,80,Jr,6-7,3,-0.482706,64.8913,4.4,2024,74902,"Woodbridge, VA",,0.5,2,4,0,6,0.5,0,0,0,,,106.322,106.444,0.491643,13.5437,-4.98988,-4.70698,-0.282901,-5.89647,6.4444,-5.80253,-0.0939421,0.6111,0.6111,1.2222,0.1111,0.1111,0,0.9444,Wing F,0
Mike James,Louisville,ACC,22,81.6,106.3,20.8,46.6,54.55,3.3,14.8,7.8,14.7,97,120,0.808,61,144,0.424,27,74,0.365,0.6,1.2,55,So,6-5,0,2.39089,110.176,2.9,2024,74903,"Orlando, FL",84.2,0.71794437,36,74,25,70,0.4865,0.3571,5,5,1,,111.233,107.481,2.67017,120.761,-0.437157,0.55085,-0.988007,-0.0168809,32.8182,0.593658,-0.610539,0.9545,4.1364,5.0909,1.2727,0.6818,0.1818,13.6364,Wing G,5.80161
Quimari Peterson,East Tennessee St.,SC,21,81.8,97.5,25.8,41.7,45.92,5,10.5,24.1,17.1,53,68,0.779,83,199,0.417,22,79,0.278,1.1,3.1,24.5,Jr,6-1,1,1.55309,102.743,2.9,2024,74904,"Gary, IN",,1.49999995,66,135,17,66,0.4889,0.2576,0,0,,,104.547,105.453,2.90699,122.726,0.0000854383,0.0567199,-0.0566344,-0.322179,32.2609,-0.509561,0.187382,1.6087,2.9565,4.5652,3.5217,1.7826,0.3478,13.3478,Scoring PG,6.70094
Kaleb Stewart,South Dakota,Sum,18,62.2,109.4,24.8,53,55.46,0,6.3,7.7,10.4,36,45,0.8,65,135,0.481,45,115,0.391,0.2,0.5,18,Jr,6-3,1,2.37119,112.503,2.9,2024,74906,"Houston, TX",53.6,0.7692308,35,65,30,70,0.5385,0.4286,3,3,1,,118.661,120.784,1.03954,70.7548,-4.38255,0.745785,-5.12834,-1.58527,28.55,1.59604,-3.18131,0,1.7,1.7,1,0.25,0.05,16.25,Combo G,12.3738
Will Allen,Louisiana Tech,CUSA,16,13.4,107.3,9.7,38.5,38.13,14.8,12.3,5.3,12,1,3,0.333,5,13,0.385,0,0,0,4.2,1.2,23.1,So,6-7,14,0.0620328,91.8817,5.4,2024,74908,"New Orleans, LA",,1.33312219,5,11,0,2,0.4545,0,1,1,1,,96.733,96.8216,0.753084,18.1757,2.3343,-0.618573,2.95287,-0.084025,7.7895,-1.81386,1.72984,0.8421,1,1.8421,0.2105,0.2105,0.4211,1.3684,PF/C,0
Jaylen Stinson,Merrimack,NEC,21,48.4,77.3,18.5,39.6,43.79,2.1,11.5,13.6,26.4,21,32,0.656,15,39,0.385,14,52,0.269,0.3,2.3,35.2,Jr,6-2,1,-0.993345,74.2756,3.6,2024,74910,"Philadelphia, PA",,0.97434684,13,23,2,16,0.5652,0.125,0,0,,,98.0628,100.995,2.01996,69.8404,-5.40125,-5.9338,0.532555,-5.55528,19.4783,-5.8662,0.310926,0.3913,2.1304,2.5217,1.6522,0.7826,0.0435,4.6522,Combo G,7.48189
Devon Savage,Merrimack,NEC,21,69.1,96.7,20.7,48,49.56,2.1,10.7,4.6,8.8,16,19,0.842,14,43,0.326,62,180,0.344,0.5,3.2,8.5,Jr,6-4,5,0.638172,95.714,3.3,2024,74911,"Washington, DC",,0.83337592,7,23,7,20,0.3043,0.35,1,1,1,,96.3578,99.2385,3.0527,107.459,-0.636967,-0.504713,-0.132255,0.178652,27.3478,-0.423479,0.602131,0.6522,2.7391,3.3913,0.6522,1.5652,0.1739,10.9565,Combo G,18.1404
Izaiah Robinson,Dartmouth,Ivy,11,15.3,78.2,23,38.5,40.89,1.1,7.8,4.8,10.2,5,8,0.625,9,18,0.5,4,21,0.19,3.3,1.2,20.5,Sr,6-3,4,-0.282633,80.4464,3.1,2024,74913,"Montclair, NJ",,0.75008124,4,9,5,9,0.4444,0.5556,0,0,,,109.955,108.293,0.746977,16.2198,-8.36698,-5.76253,-2.60445,-7.1893,9.6154,-4.89591,-2.29339,0.1538,0.5385,0.6923,0.2308,0.2308,0.3077,3,Wing G,12.3152
Julian Mackey,Georgia St.,SB,16,21,94.7,19.2,45.1,45.76,1.2,10.1,10.7,12.1,3,5,0.6,11,26,0.423,11,35,0.314,0,1.7,8.2,Jr,6-2,3,0.127807,92.555,4,2024,74916,"Grayson, GA",,1.66659999,6,16,5,10,0.375,0.5,1,1,1,,110.907,110.907,0.737303,27.0771,-4.4519,-1.74177,-2.71013,-4.05097,11.1667,-2.6009,-1.45008,0.2778,1.1667,1.4444,0.8333,0.3889,0,4.7222,Combo G,11.6398
Noah Robledo,Columbia,Ivy,15,35,107.2,18,52.1,53.37,4.2,7.9,7.6,10,8,12,0.667,11,26,0.423,18,47,0.383,1,0.8,16.4,Jr,6-5,35,0.740327,103.348,4.3,2024,74918,"Leander, TX",36,1.11119998,6,15,5,11,0.4,0.4545,0,0,,,110.758,114.834,0.840869,32.4021,-2.76262,0.795356,-3.55798,-2.7289,14.3889,0.0814063,-2.81031,0.5,1.2222,1.7222,0.5556,0.1667,0.2222,5.5556,Wing G,12.0716
Denver Jones,Auburn,SEC,22,52.3,115.5,17.4,50,56.25,3.2,7,11.9,14.1,40,44,0.909,24,56,0.429,28,76,0.368,0.2,2,33.3,Jr,6-4,12,1.83494,114.352,1.7,2024,74919,"New Market, AL",,1.64998351,18,40,6,16,0.45,0.375,1,1,1,,98.8955,96.2136,2.52836,72.2966,3.89508,2.99987,0.895203,3.96322,20.9091,2.38519,1.57803,0.5909,1.4091,2,1.5,0.7273,0.0455,7.8182,Combo G,9.35035
Jake Tavroff,Columbia,Ivy,10,16.1,91.4,18.7,57.1,58.95,5.7,18.2,19.8,35.8,3,4,0.75,12,21,0.571,0,0,0,1.1,0.6,19,Jr,6-9,34,0.0153519,89.4909,5,2024,74921,"Oceanside, NY",,1.08332576,11,18,1,3,0.6111,0.3333,2,2,1,,107.144,109.886,0.756814,17.799,-5.59239,-4.4963,-1.09609,-4.52443,10.0909,-4.2129,-0.311529,0.4545,1.7273,2.1818,1.1818,0.0909,0.0909,2.6364,C,0
Mohamed Sanogo,FIU,CUSA,20,31.2,96.4,18.1,54.4,53.21,9.2,16.7,9.2,22.1,11,25,0.44,37,67,0.552,0,1,0,3.5,1.8,36.8,Jr,6-9,33,0.273543,94.8094,5.8,2024,74922,"Pittsfield, MA",,0.65220966,25,42,12,25,0.5952,0.48,10,13,0.7692,,108.833,110.464,0.980204,50.0083,-4.05569,-3.21929,-0.836401,-5.5222,13.8095,-3.66751,-1.85469,1.1905,1.9524,3.1429,0.7143,0.5238,0.4286,4.619,C,0.200352
Michael Gray Jr.,Nicholls St.,Slnd,16,35.5,97.7,14.9,42,45.32,3.7,7.8,7.7,11.2,11,15,0.733,17,29,0.586,8,40,0.2,0,2.3,21.7,So,6-2,9,0.0332672,89.631,3.8,2024,74923,"Fredricksburg, VA",,1.30001895,15,19,1,6,0.7895,0.1667,0,0,,,111.768,113.627,1.01815,41.4931,-4.15411,-1.02448,-3.12963,-4.73901,18.2632,-2.98432,-1.75469,0.6316,1.5263,2.1579,0.6842,0.5789,0,4.8421,Wing G,8.33362
Aquan Smart,Southeast Missouri St.,OVC,19,56.7,76.3,27.5,34.9,39.97,0.7,16.6,21.2,20,38,54,0.704,51,126,0.405,6,46,0.13,1.2,2.2,31.4,Jr,6-3,3,-0.680522,80.4192,5.9,2024,74925,"Evanston, IL",,1.13210084,26,50,25,76,0.52,0.3289,2,3,0.6667,,106.067,110.013,1.65747,81.4876,-6.95818,-6.20984,-0.748348,-7.95802,23.087,-7.1875,-0.770517,0.2174,2.9565,3.1739,2.6087,0.9565,0.3043,9.2174,Wing G,6.04928
Chase Tucker,George Mason,A10,4,0.6,97.4,14.4,0,0,24.2,0,31.6,0,0,0,0,0,0,0,0,1,0,0,0,0,Jr,6-1,30,0.0035402,89.8775,0,2024,74926,"Alpharetta, GA",,,0,0,0,0,,,0,0,,,113.974,113.79,0.0749144,0.469487,-2.09297,1.29407,-3.38705,0.298347,1.4,4.0092,-3.71085,0.2,0,0.2,0.2,0,0,0.2,Scoring PG,12.0147
Blake Jones,Montana,BSky,16,12.5,87.4,13.3,32.7,32.69,6.1,11.8,5.1,0,0,0,0,7,16,0.438,1,10,0.1,0,0,0,So,6-10,34,-0.22031,78.925,4.4,2024,74927,"Canberra, Australia",,2.33312219,7,10,0,6,0.7,0,1,1,1,,113.228,112.056,0.413079,13.1348,-6.92501,-3.19061,-3.73441,-7.56137,7.2105,-4.78425,-2.77712,0.2632,0.8947,1.1579,0.3684,0,0.0526,1.4211,Stretch 4,6.00559
Artese Stapleton,UMKC,Sum,8,13.2,85.9,21.3,46.6,47.26,1,7.7,26.3,29.8,4,8,0.5,9,21,0.429,3,8,0.375,0,1.6,27.6,Sr,6-3,0,-0.0725215,87.5586,2.8,2024,74928,"Chicago, IL",,1.35714286,5,13,4,8,0.3846,0.5,0,0,,,111.591,111.275,0.95486,15.9554,-8.60903,-5.54266,-3.06637,-5.43451,13.9,-2.88241,-2.5521,0.1,1.1,1.2,1.9,1,0,4.1,Scoring PG,4.23523
Amoro Lado,Lindenwood,OVC,9,7.6,80,22.8,32,37.17,3.8,10.3,3.8,8.4,4,4,1,5,13,0.385,2,12,0.167,0,1.9,16,Sr,6-3,11,-0.171915,81.7517,3.9,2024,74930,"Cairo, Egypt",,0.33333331,5,9,0,4,0.5556,0,0,0,,,111.156,112.008,0.448106,9.5199,-10.1163,-4.60742,-5.50892,-5.64657,6.5455,-3.44092,-2.20564,0.1818,0.5455,0.7273,0.0909,0.2727,0,2.8182,Wing G,11.4689
Randy Tucker,Niagara,MAAC,18,33.5,126.4,9.6,58.5,59.2,3.2,9.5,2.5,2.2,3,4,0.75,10,17,0.588,14,36,0.389,0.3,0.8,7.5,Sr,6-4,1,0.955798,106.758,2.9,2024,74931,"Rock Island, IL",,5.00380256,8,11,1,5,0.7273,0.2,0,0,,,110.909,117.359,0.74006,39.7986,-1.67441,1.00934,-2.68375,-2.4439,15.7895,-0.455336,-1.98857,0.4211,1.1579,1.5789,0.2632,0.2632,0.0526,3.7368,Wing G,7.42822
Jourdan Smith,Grambling St.,SWAC,15,51.7,85.5,20,33.8,41.21,5.5,14.1,6,15.3,33,41,0.805,31,91,0.341,5,23,0.217,3.1,2.1,36,Sr,6-7,11,-0.494238,83.625,3.5,2024,74932,"New Orleans, LA",,0.71999422,21,37,10,54,0.5676,0.1852,5,5,1,,107.418,111.815,1.74977,67.2711,-3.70576,-4.33915,0.633391,-5.49497,25.8889,-4.81504,-0.679926,1.2778,3,4.2778,1,0.9444,0.7222,8.7778,Wing F,3.53721
Jack Pease,Colorado,P12,1,0.2,62.6,25.5,0,0,0,112.9,69.9,0,0,0,0,0,0,0,0,1,0,0,0,0,So,6-0,34,-0.160361,65.9546,0,2024,74935,"Dallas, TX",,,0,0,0,0,,,0,0,,,74.7618,74.6197,0.391705,0.79316,6.91853,-4.58461,11.5031,-1.90185,2,-8.91763,7.01578,0,2,2,1,0,0,0,PF/C,32.0429
Anderson Mirambeaux,Miami OH,MAC,13,33.4,99.3,35.3,50.7,53.67,6.2,13.2,24,15.5,38,59,0.644,58,109,0.532,7,26,0.269,2.3,0.2,43.7,Sr,6-8,45,1.77215,112.831,4.7,2024,74937,"Santo Domingo, Dominican Republic",,1.0370217,49,83,9,22,0.5904,0.4091,0,0,,,109.188,110.302,1.54769,42.6686,-2.61435,-0.237457,-2.37689,-1.322,20.9286,0.304938,-1.62693,1,2.4286,3.4286,2,0.0714,0.5,13.1429,PF/C,5.45495
Jayme Mitchell,Jackson St.,SWAC,9,19.8,101.6,16.4,52.3,53.27,3.5,14.5,7.8,17.5,11,20,0.55,5,22,0.227,12,22,0.545,1.9,2.3,45.5,Jr,6-5,3,0.526358,96.9073,3.9,2024,74941,"Jackson, MS",,0.77780002,4,11,1,11,0.3636,0.0909,1,1,1,,108.209,103.877,1.8237,32.1321,-2.31571,-1.4499,-0.865808,0.0138825,19.3333,-0.304152,0.318035,0.6667,2.4444,3.1111,0.7778,0.7778,0.3333,6.3333,Wing G,7.02799
Jimel Cofer,Grambling St.,SWAC,15,20.4,88.1,20.1,47.4,49.81,8.2,13.6,5.7,25.2,8,13,0.615,11,23,0.478,5,16,0.313,1.4,3.1,33.3,So,6-4,1,-0.0163801,88.6045,5.7,2024,74944,"Marcos, TX",,0.30767102,9,12,2,11,0.75,0.1818,1,1,1,,106.06,106.191,0.891759,28.115,-3.15809,-3.29204,0.133949,-3.95338,9.9444,-3.40394,-0.549438,0.6667,0.8889,1.5556,0.2222,0.5556,0.1667,2.8333,Wing G,6.23611
Darrell Reed,Alabama St.,SWAC,8,10.6,74.7,11.7,28.6,31.09,11.3,14.3,2.3,23.8,1,1,1,4,14,0.286,0,0,0,4.9,0.7,7.1,Fr,6-8,22,-0.768327,66.851,7.4,2024,74946,"Hammond, IN",,0.5,4,10,0,4,0.4,0,0,0,,,103.683,100.16,1.06897,13.8196,-6.71387,-8.08887,1.375,-8.61134,10.4444,-8.56287,-0.0484693,1.1111,1.3333,2.4444,0.2222,0.1111,0.3333,1,C,0
