Player,Team,Conference,GP,MPG,ORtg,USG,eFG%,TS%,ORB%,DRB%,AST%,TO%,FTM,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,BLK%,STL%,FTR,Class,Height,Number,PORPAG,Adj_O_Eff,Foul_rate,Year,ID,Hometown,Recruiting_Rank,A_TO_Rate,Rim_Made,Rim_Missed,Mid_Made,Mid_Missed,Rim%,Mid%,Dunks,Dunks_Attempts,Dunk%,Draft_Spot,DRTG,Adj_DRTG,D_PORPAG,stops,BPM,O_BPM,D_BPM,G_BPM,MPG,OG_BPM,DG_BPM,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,PTS_PG,Position_Advanced,3PT/100
Brett Rumpel,Manhattan,MAAC,4,15.6,76.1,20.6,34.4,42.69,1.8,18.6,11.1,25.2,11,14,0.786,11,30,0.367,0,2,0,1.7,0.5,43.8,So,6-4,4,-0.825118,81.1351,3,2024,74775,"Binghamton, NY",,1,9,19,2,11,0.4737,0.1818,0,0,,,110.89,105.293,2.6825,19.1414,-10.6348,-8.88178,-1.75298,-6.61842,31,-5.43541,-1.18301,0.6,4.4,5,2.6,0.4,0.4,9.8,Wing G,0.94503
Tadarius Jacobs,Alabama St.,SWAC,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,So,6-2,13,-0.33223,-6.68217,0,2024,74776,"Memphis, TN",,0,,,,,,,,,,,113.692,126.771,0.014887,0.0916156,-7.22346,-6.56823,-0.655237,-12.2416,6.5,-8.3875,-3.85408,0,1,1,0,0,0,0,PF/C,0
Ephraim Acquah,UMass Lowell,AE,2,0.4,0,0,0,0,0,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jr,6-7,33,-0.496675,-6.36125,0,2024,74779,"Hagerstown, MD",,0,,,,,,,,,,,95.9851,106.333,0.12871,0.632042,-9.76152,-6.78293,-2.97858,-2.5737,3.2,-2.05564,-0.518059,0,0.6,0.6,0,0.2,0.4,0.4,PF/C,0
A.J. Neal,Chicago St.,ind,25,37.7,86.3,17,36.7,40.74,2.4,5.7,7.9,14.9,19,27,0.704,16,50,0.32,15,55,0.273,0.3,2.4,25.7,So,6-2,10,-0.353026,82.3169,4.4,2024,74780,"Orlando, FL",,1.17646128,11,28,5,22,0.3929,0.2273,0,0,,,108.895,110.985,1.05089,53.9207,-5.57871,-3.29484,-2.28386,-6.02888,15.5926,-5.09006,-0.938814,0.3704,0.8148,1.1852,0.7407,0.6667,0.037,4.6667,Combo G,8.69555
Aboubacar Traore,Long Beach St.,BW,21,76.8,110.1,22.2,59,59.48,8.7,19.5,25.8,21.7,56,96,0.583,102,167,0.611,2,11,0.182,6.6,3.1,53.9,Jr,6-5,25,2.5342,112.827,4,2024,74781,"Abidjan, Ivory Coast",,1.55734869,93,140,9,27,0.6643,0.3333,18,18,1,,99.0401,100.242,3.28625,158.403,7.55577,2.82188,4.73388,5.75118,30.1304,2.86776,2.88342,2.3043,5.5217,7.8261,4.1304,1.8261,1.6957,12.1739,Wing F,0.929346
AJ George,Long Beach St.,BW,21,68.5,108.2,16.7,53.1,56.73,4.6,12,10.2,17.6,45,64,0.703,71,133,0.534,4,12,0.333,2.5,1.6,44.1,So,6-6,10,1.32539,103.007,2.1,2024,74782,"Fresno, CA",,1.02858641,49,69,22,64,0.7101,0.3438,5,5,1,,107.719,109.027,2.09411,101.04,-0.637063,-0.302531,-0.334532,-0.0813166,27.087,0.526488,-0.607804,1.2174,3,4.2174,1.5652,0.7391,0.5217,9.3478,Wing G,1.13668
Treyton Thompson,Stetson,ASun,21,45.9,112.5,13.8,61.5,60.66,7.6,19.1,7.7,19.2,15,28,0.536,28,39,0.718,8,26,0.308,2.7,0.6,43.1,Jr,7-0,42,0.794077,101.521,3.4,2024,74784,"Glenwood, MN",72.6,1.16666667,20,28,8,11,0.7143,0.7273,3,4,0.75,,110.778,111.137,1.26986,65.677,-0.774952,-0.360566,-0.414386,-0.881581,18.3333,-0.364125,-0.517455,1.2083,3.1667,4.375,0.875,0.2083,0.4583,5.0833,PF/C,4.05056
Fousseyni Traore,BYU,B12,14,28,117.4,26.6,63.8,67.14,11.3,17.4,15.4,22.7,26,31,0.839,57,91,0.626,2,3,0.667,3.4,2.1,33,Jr,6-6,45,2.69403,133.245,4.1,2024,74787,"Bamako, Mali",,0.76926388,30,39,18,35,0.7692,0.5143,5,6,0.8333,,92.978,89.8155,2.51488,53.1955,6.92814,2.92917,3.99898,9.01956,17.5714,5.18175,3.83781,1.7857,2.8571,4.6429,1.4286,0.6429,0.5714,10.4286,PF/C,0.696448
Brandon Love,Texas St.,SB,20,65.5,98.7,22.1,54.3,53.62,11.1,15.3,5.5,18.7,39,81,0.481,88,161,0.547,0,1,0,7.7,1.5,50,Jr,6-9,24,1.13244,100.929,4.7,2024,74788,"Houston, TX",,0.38461106,78,121,10,41,0.6446,0.2439,19,22,0.8636,,102.067,100.695,2.89767,108.478,1.38972,-1.82453,3.21425,0.228161,26.7727,-1.15738,1.38555,2.6364,3.4545,6.0909,0.6818,0.7273,1.9091,11.2727,C,0.106034
Tanahj Pettway,New Mexico St.,CUSA,12,21.5,104.1,17.5,50,51.19,3.5,8.9,5.3,8,8,14,0.571,10,21,0.476,10,29,0.345,0,2.4,28,Sr,6-2,9,0.683847,103.37,3.6,2024,74789,"Worcester, MA",,1.49983743,8,16,2,5,0.5,0.4,0,0,,,108.5,110.454,0.98489,27.6382,-0.462109,0.687567,-1.14968,0.725434,13.4615,-0.508511,1.23395,0.3846,1,1.3846,0.4615,0.5385,0,4.9231,Wing G,10.1136
Graham Calton,Vanderbilt,SEC,6,2.8,39.6,18.2,0,5.62,16.5,0,0,0,1,4,0.25,0,1,0,0,6,0,0,2.4,57.1,Jr,6-5,22,-0.725594,38.8762,8,2024,74790,"Charlotte, NC",,,0,1,0,0,0,,0,0,,,113.819,114.015,0.24646,3.41582,-11.531,-6.15061,-5.38041,-15.9339,4.1667,-12.2156,-3.71826,0.6667,0,0.6667,0,0.1667,0,0.1667,PF/C,14.2932
Benny Williams,Syracuse,ACC,17,35.1,88.6,20.3,43.8,45.34,5.9,19.3,13.2,19.3,14,26,0.538,28,57,0.491,7,31,0.226,4.9,3.2,29.5,Jr,6-9,13,0.24853,93.1887,4.5,2024,74791,"Bowie, MD",94.2,1.0475701,19,29,9,28,0.6552,0.3214,15,15,1,,96.9829,91.6316,2.37425,70.3895,2.43839,-2.11052,4.54891,1.74613,17.0556,-1.71426,3.46039,0.8889,3.0556,3.9444,1.2222,0.9444,0.8889,5.3889,Stretch 4,5.7778
Taine Murray,Virginia,ACC,22,31,122.8,12,63.3,63.69,1.3,11.3,15,13.2,10,16,0.625,12,21,0.571,11,24,0.458,1.3,1.1,35.6,Jr,6-5,10,1.00998,111.499,2,2024,74793,"Auckland, New Zealand",82.4,3.2856696,9,14,3,7,0.6429,0.4286,0,0,,,97.635,96.189,1.56967,41.0802,1.91801,0.492029,1.42598,2.26554,13.0455,-0.00935927,2.2749,0.1364,1.2273,1.3636,1.0455,0.2273,0.1364,3.0455,Combo G,5.46154
Corey Tripp,Wofford,SC,20,77.7,106.8,28.4,48.3,51.45,3.2,15,22.4,12.3,48,60,0.8,101,189,0.534,29,110,0.264,1.1,1,20.1,Jr,6-3,10,3.03769,117.234,2.6,2024,74794,"Medina, OH",,1.83718432,56,97,45,92,0.5773,0.4891,1,2,0.5,,113.455,113.021,1.94521,105.147,-0.687234,2.05688,-2.74411,0.424842,30.9565,2.4244,-1.99955,0.8696,4.0435,4.913,3.4348,0.5652,0.2609,16.6087,Wing G,10.1044
Luke Turner,UC Riverside,BW,17,25.6,67.4,13.7,23.1,24.61,4.6,12.5,8.5,10.2,3,6,0.5,3,14,0.214,6,38,0.158,0,0.8,11.5,Jr,6-7,22,-1.20242,61.6622,2.2,2024,74796,"Temecula, CA",,2.6665611,2,9,1,5,0.2222,0.2,0,0,,,110.694,110.585,0.898618,31.2184,-5.96566,-4.81849,-1.14717,-7.26535,13.9474,-5.57538,-1.68997,0.7895,1.3158,2.1053,0.8421,0.2632,0,2.3684,Wing G,10.5897
Mekhi Collins,Nicholls St.,Slnd,17,44.4,108.1,12.6,62.7,57.89,11.1,14,1.1,18.5,11,29,0.379,32,51,0.627,0,0,0,7,1,56.9,Jr,6-8,0,0.472782,95.8258,6.2,2024,74798,"Cedar Hill, TX",,0.13337556,29,41,3,10,0.7073,0.3,19,20,0.95,,108.122,109.735,1.49056,61.8762,-2.34618,-2.24637,-0.0998118,-3.50423,20.3158,-2.82954,-0.674685,1.8421,2.5263,4.3684,0.1053,0.3684,1.2632,4.2105,C,0
Ben Nau,St. Thomas,Sum,21,42.7,108.9,14.8,55.4,56.07,2.2,7.6,8.1,13.1,6,9,0.667,3,7,0.429,29,77,0.377,0.3,1.8,10.7,Jr,6-2,2,0.534086,98.0682,6,2024,74801,"Brookfield, WI",,1.42859592,3,7,0,0,0.4286,,0,0,,,104.803,106.996,1.42705,53.7577,0.140103,0.767681,-0.627578,-2.04162,17.875,-2.31242,0.270791,0.3333,1.2083,1.5417,0.8333,0.4583,0.125,4.7917,Combo G,13.5349
Langston Love,Baylor,B12,21,62.4,121.6,18.8,55.2,59.67,3.1,10.6,9,12.8,51,64,0.797,41,97,0.423,33,67,0.493,1,0.8,39,So,6-5,13,3.08388,124.651,2.9,2024,74802,"Universal City, TX",92.4,1.1666514,27,48,12,44,0.5625,0.2727,2,3,0.6667,,106.989,102.419,2.48184,77.0194,2.82443,3.24069,-0.416263,4.12748,25.4545,3.8672,0.26028,0.6818,2.1364,2.8182,1.2727,0.3636,0.2273,11.4545,Wing G,7.32929
Ryan Dufault,St. Thomas,Sum,21,23,104.5,18.1,54.1,54.43,1.3,15.5,17.6,16.3,5,9,0.556,25,44,0.568,1,5,0.2,0,3.6,18.4,Jr,6-0,12,0.311497,98.8364,6.4,2024,74806,"Waseca, MN",,2.58340001,22,38,3,6,0.5789,0.5,0,0,,,98.1274,100.181,0.984063,38.0846,-0.573436,-2.04855,1.47511,-1.61454,10.875,-4.50316,2.88862,0.125,1.5,1.625,1.2917,0.625,0.0417,4,Combo G,1.63168
Noa Gonsalves,Utah Tech,WAC,21,87.9,110.2,15.2,57.3,59.73,0.9,8.1,9.5,16.1,29,34,0.853,45,84,0.536,46,115,0.4,0.3,1.3,17.1,Jr,6-1,11,1.70227,103.017,2.3,2024,74807,"Lehi, UT",,1.02860019,21,37,24,47,0.5676,0.5106,1,1,1,,110.574,112.399,2.2764,110.922,-1.06053,0.55496,-1.61549,-0.781664,35.3636,0.0947091,-0.876373,0.2727,2.5909,2.8636,1.6364,1,0.0909,12.0455,Combo G,8.53721
Elijah Stephens,American,Pat,22,75.3,108.2,25.5,49.3,53.84,1.5,7.3,34,19.3,53,65,0.815,67,135,0.496,27,83,0.325,0.6,2.7,29.8,Jr,5-9,1,2.3823,111.861,2.8,2024,74811,"Waco, TX",,2.20372267,43,73,24,62,0.589,0.3871,0,0,,,109.74,115.614,1.61404,106.225,-2.31444,0.948544,-3.26298,-1.58859,30.3478,0.523916,-2.11251,0.3478,1.6957,2.0435,5.1739,1.3043,0.1304,12.2174,Pure PG,7.70373
Daylen Berry,Charlotte,Amer,15,15.4,70.4,16.9,38.3,39.18,0,9,10.3,25.8,2,4,0.5,7,14,0.5,3,16,0.188,0,2.4,13.3,So,6-4,11,-0.619528,68.2773,2.4,2024,74812,"Cary, NC",,0.77783328,4,5,3,9,0.8,0.3333,0,0,,,104.773,103.037,0.835346,19.9824,-5.68956,-5.27412,-0.415437,-6.00388,8.7333,-5.58662,-0.417256,0,0.6667,0.6667,0.4667,0.3333,0,1.6667,Wing G,7.78069
Chris Ford,Robert Morris,Horz,19,34.7,113,14,65.6,57.7,14.9,10.7,9.8,19.6,5,23,0.217,30,47,0.638,1,1,1,1.9,1.4,47.9,Jr,6-5,23,0.571008,99.7962,4.6,2024,74813,"Charlotte, NC",,1.19991605,26,33,4,14,0.7879,0.2857,0,0,,,112.259,114.097,0.902364,46.4099,-0.0890895,0.842869,-0.931959,-1.77963,15.4762,-0.226248,-1.55339,1.9048,1.381,3.2857,0.8571,0.4286,0.2381,3.4286,PF/C,0.195633
Des Watson,Loyola Chicago,A10,21,79.6,102.3,22.6,52.2,54.67,3.3,12.1,14.4,15.5,50,74,0.676,56,132,0.424,43,99,0.434,0.6,1.7,32,Jr,6-5,0,1.90288,106.275,2.2,2024,74814,"Columbus, OH",,1.17074473,41,76,15,56,0.5395,0.2679,10,11,0.9091,,99.616,99.3035,3.51065,115.589,1.76709,0.842444,0.924648,2.43007,30.8636,1.70266,0.727414,0.8182,3.5,4.3182,2.1818,0.9091,0.1818,13.2273,Wing G,8.4532
Charles Lampten,Western Carolina,SC,19,41.2,112.5,9.1,59.3,59.36,12.3,12.9,5.2,29,4,7,0.571,16,27,0.593,0,0,0,9.4,1.4,25.9,Sr,6-11,42,0.268717,93.5246,6.8,2024,74815,"Roanoke, TX",,0.86667644,16,27,0,0,0.5926,,7,9,0.7778,,97.5701,99.1549,1.92098,73.6569,5.55895,-1.1986,6.75756,0.353392,17.1818,-3.6079,3.9613,2.0909,2.3182,4.4091,0.5909,0.4091,1.6818,2.1818,C,0
Kino Lilly Jr.,Brown,Ivy,20,93.3,100.2,26.5,48.2,50.89,0.7,7.1,18.4,15.8,49,64,0.766,72,160,0.45,61,179,0.341,0.6,1,18.9,Jr,6-0,10,2.47267,108.148,1.3,2024,74816,"Glenn Dale, MD",,1.09259259,22,42,50,118,0.5238,0.4237,0,1,0,,111.574,113.277,2.30387,100.399,-3.71266,0.627516,-4.34018,-0.940609,37.8,2.01361,-2.95422,0.25,2.3,2.55,2.95,0.65,0.2,18.8,Combo G,13.8826
Raekwon Horton,James Madison,SB,22,53.2,119.9,15.9,57.4,59.49,7.8,13.4,10,14.6,28,41,0.683,42,66,0.636,16,49,0.327,0.7,3.6,35.7,Jr,6-6,2,1.61753,110.973,3.5,2024,74818,"Santee, SC",,1.36361731,42,62,0,4,0.6774,0,9,11,0.8182,,93.044,96.4685,2.55364,102.082,4.92551,2.25821,2.66729,3.70073,21.3478,1.08586,2.61487,1.5217,2.7391,4.2609,1.3043,1.3913,0.1304,7.0435,Wing G,5.68288
Reyne Smith,College of Charleston,CAA,22,63.9,117.6,19.3,51.7,55.79,1.3,7.4,9.3,9.9,44,51,0.863,11,25,0.44,64,182,0.352,0.4,0.8,24.6,Jr,6-2,2,2.22692,114.184,2.3,2024,74819,"Ulverstone, Australia",,1.78949279,8,15,3,10,0.5333,0.3,0,0,,,112.249,111.903,1.69821,80.2036,0.452545,3.40238,-2.94984,0.542949,25.0435,2.35245,-1.8095,0.3043,1.6522,1.9565,1.4783,0.3478,0.087,11.3478,Combo G,18.2324
Ben Burnham,College of Charleston,CAA,22,56.3,115.8,24.7,51.8,54.09,8.8,14.6,8.8,8.7,42,62,0.677,70,140,0.5,30,82,0.366,1.9,2,27.9,Jr,6-7,13,2.41645,120.012,2.8,2024,74820,"Fort Mill, SC",,1.099931,51,77,19,63,0.6623,0.3016,8,11,0.7273,,105.973,105.646,1.98432,95.624,2.30126,3.22842,-0.92716,3.96158,22.1739,4.44957,-0.487996,1.8696,3,4.8696,0.9565,0.8696,0.3913,12.6522,Wing F,9.32348
Lyndel Erold,Brown,Ivy,11,5.7,55.5,16.5,23.1,23.08,4.6,17.7,7.8,23.1,0,0,0,0,4,0,2,9,0.222,0,0,0,Jr,6-3,4,-0.511814,53.3896,7.8,2024,74821,"Boston, MA",,0.66680002,0,3,0,1,0,0,0,0,,,109.556,113.393,0.253508,6.82657,-12.9459,-8.4799,-4.46599,-15.4113,4.5,-11.9987,-3.41259,0.1667,0.6667,0.8333,0.1667,0,0,0.5833,Wing G,11.4253
DJ Smith,Bowling Green,MAC,8,13.4,94.1,16.4,46.4,51.86,1,9.8,10.6,24.1,6,6,1,4,9,0.444,6,19,0.316,0,2,21.4,Jr,6-0,2,-0.12725,86.5103,2.1,2024,74822,"North Little Rock, AR",,0.875,4,7,0,2,0.5714,0,0,0,,,105.841,107.657,1.16746,19.0097,-4.48903,-2.74801,-1.74101,-2.73322,14.375,-2.74938,0.0161624,0.125,1.25,1.375,0.875,0.5,0,4,Combo G,9.40523
Quion Burns,Maine,AE,22,41.9,94.9,20.3,44.3,48.2,4.9,12.1,6.6,12.7,24,33,0.727,28,56,0.5,15,58,0.259,0.9,1.8,28.9,Jr,6-6,22,0.269801,93.697,3.6,2024,74823,"White Plains, NY",,0.70585853,14,27,14,29,0.5185,0.4828,4,5,0.8,,102.828,105.603,1.48168,58.8251,-3.75445,-2.32626,-1.42819,-2.53202,16.9565,-1.80273,-0.729292,0.7391,1.9565,2.6957,0.5217,0.4783,0.1739,5.6522,Wing G,9.34913
Xavier Ball,Texas Southern,SWAC,5,4.9,85.5,17.8,33.3,33.33,5.6,8.9,5.8,0,0,0,0,2,7,0.286,2,8,0.25,2.9,1.6,0,Jr,6-7,35,-0.172911,82.3275,8.6,2024,74825,"Winnfield, LA",,0.50015004,1,2,1,5,0.5,0.2,0,0,,,105.364,105.341,0.660435,6.08303,-4.38742,-3.18832,-1.19909,-4.83925,7.1667,-5.39567,0.556419,0.3333,0.6667,1,0.1667,0.3333,0.3333,1.6667,Stretch 4,12.3442
Bensley Joseph,Miami FL,ACC,23,74.1,106.9,16.6,49.7,53.54,1.9,10.1,18.3,19.9,31,36,0.861,40,81,0.494,28,84,0.333,2.8,3.1,21.8,Jr,6-2,4,1.68447,105.449,3.1,2024,74827,"Arlington, MA",79.2,1.92501872,27,48,13,33,0.5625,0.3939,2,2,1,,100.016,98.6623,3.3302,138.432,4.72811,1.76621,2.9619,3.21964,29.7826,0.132041,3.0876,0.4783,2.8261,3.3043,3.3478,1.6522,0.7391,8.4783,Combo G,6.94028
Keyondre Young,DePaul,BE,11,9.5,69.7,24.9,29.2,33.06,4.2,20.5,7.6,10.8,5,7,0.714,6,16,0.375,3,20,0.15,1.3,1.3,19.4,Jr,6-9,11,-0.340636,76.6496,3.7,2024,74832,"Del City, OK",,0.75000006,5,10,1,6,0.5,0.1667,3,3,1,,114.865,108.454,0.620458,15.309,-10.179,-6.17423,-4.00477,-7.76344,7.9091,-5.08883,-2.67461,0.2727,1.3636,1.6364,0.2727,0.1818,0.0909,2.3636,Stretch 4,13.3466
Darius DeAveiro,Valparaiso,MVC,22,85.2,93.4,19.7,44,48.32,1.4,9.5,30.8,24.6,36,44,0.818,45,117,0.385,24,67,0.358,0,1.8,23.9,Jr,6-0,6,0.612576,94.2397,2.2,2024,74833,"Kanata, ON",,1.93750462,18,31,27,86,0.5806,0.314,0,0,,,109.58,109.826,2.51206,114.741,-3.28069,-1.47255,-1.80815,-4.10652,33.6522,-2.44254,-1.66398,0.4783,2.8696,3.3478,5.3913,1.087,0,8.8261,Scoring PG,5.2434
Cole Despie,TCU,B12,7,1,101.1,14.6,0,33.9,0,0,15.1,0,2,2,1,0,1,0,0,1,0,0,0,100,Jr,6-4,35,-0.00308043,88.3709,8.9,2024,74836,"San Jose, CA",,,0,0,0,1,,0,0,0,,,108.894,119.602,0.0511231,0.942286,-10.5845,-2.9076,-7.67694,-12.4299,1.2857,-8.66269,-3.76723,0,0,0,0.1429,0,0,0.2857,Scoring PG,6.2137
Trey Woodyard,New Hampshire,AE,16,54.5,119,11.6,59.5,58.59,4.8,10.9,9,10.6,9,19,0.474,26,49,0.531,16,35,0.457,0.5,1.7,22.6,Jr,6-6,33,1.50686,105.012,3.2,2024,74839,"London, OH",,2.50017014,14,28,12,21,0.5,0.5714,0,0,,,104.179,105.582,2.40705,76.9851,1.34703,0.516303,0.830724,0.0338507,26.8235,-0.67867,0.712521,1.2353,3,4.2353,1.4706,0.9412,0.1765,6.7059,Wing G,4.30448
Cesare Edwards,Missouri St.,MVC,23,46.3,104.9,20.5,49.3,51.73,8.3,20.5,3.9,11.9,21,28,0.75,58,105,0.552,11,46,0.239,2.6,1.7,18.5,Jr,6-9,4,1.10626,106.284,4,2024,74840,"Hartsville, SC",76.6,0.44441604,34,51,24,54,0.6667,0.4444,8,10,0.8,,97.8263,97.8886,2.13075,91.9452,-0.925323,-1.15432,0.228996,0.604761,18.913,-0.429049,1.03381,1.3478,3.6522,5,0.3478,0.5652,0.4783,7.3913,Stretch 4,6.2087
Milos Ilic,Loyola MD,Pat,22,64.9,96.2,18.7,52.3,55.08,7.1,16.8,12.1,24.9,36,55,0.655,56,99,0.566,8,31,0.258,1.7,1.1,42.3,Jr,6-10,11,0.224577,91.5527,3.9,2024,74841,"Gornji Milanovac, Yugoslavia",,0.71740001,47,77,9,22,0.6104,0.4091,12,14,0.8571,,110.663,114.207,1.5193,94.4373,-4.52139,-3.17925,-1.34214,-4.71185,25.8696,-3.26445,-1.4474,1.6522,3.4783,5.1304,1.4348,0.4783,0.4348,7.8696,PF/C,3.21093
David Brown III,Loyola MD,Pat,22,69.1,86.2,10.9,46.9,48.04,2.3,9.6,6,24.2,10,17,0.588,15,32,0.469,20,64,0.313,1.1,1.5,17.7,Jr,6-5,23,-1.58519,72.5338,2.5,2024,74843,"La Plata, MD",,0.71430921,12,18,3,14,0.6667,0.2143,0,0,,,112.871,116.485,1.39805,90.2457,-5.17196,-3.89587,-1.27609,-6.30216,27.8696,-4.80292,-1.49923,0.5652,2.1304,2.6957,0.8696,0.6957,0.2609,4.5652,Wing G,6.2261
Kam Jones,Marquette,BE,21,64.4,113.6,24.2,56.6,57.76,1.7,9.7,15.8,10.5,25,35,0.714,71,124,0.573,47,126,0.373,0.2,2.4,14,Jr,6-5,1,3.34282,124.741,2.6,2024,74844,"Memphis, TN",67.2,1.83998319,66,95,5,29,0.6947,0.1724,1,1,1,,100.109,95.1248,3.3669,99.0184,4.94919,4.41505,0.53414,6.97374,27,4.86523,2.10851,0.381,2.2381,2.619,2.1905,1.1429,0.0476,14.6667,Combo G,12.7613
Kyle Cuffe Jr.,Syracuse,ACC,21,25.5,81.5,17.2,41.1,41.95,3.5,7,6.7,17.9,5,10,0.5,12,30,0.4,9,32,0.281,2.4,2.6,16.1,So,6-2,0,-0.270489,81.412,5.6,2024,74845,"Harlem, NY",75.6,0.71417348,10,23,2,7,0.4348,0.2857,2,3,0.6667,,104.37,99.2099,1.1263,38.0316,-2.11424,-3.11097,0.996725,-3.66838,10.5909,-4.63741,0.96903,0.3182,0.8182,1.1364,0.4545,0.5455,0.2273,3.1364,Wing G,8.20952
Noah Harris,Marist,MAAC,16,34.4,87.7,18.7,45.1,46.25,0,10.1,12.2,16.5,5,7,0.714,5,25,0.2,21,56,0.375,1.8,2.6,8.6,Jr,6-1,2,-0.304845,83.95,2.9,2024,74846,"Manalapan, NJ",,1.21428571,0,4,5,21,0,0.2381,0,0,,,95.9737,101.393,1.76947,49.6238,-3.07784,-3.24857,0.170734,-1.80121,17.1875,-2.65988,0.858678,0,1.4375,1.4375,1.0625,0.75,0.25,4.875,Scoring PG,12.3479
Chris Kuzemka,Loyola MD,Pat,9,21.9,100.4,17,55.4,59.11,1.2,6.9,14.3,25.3,9,10,0.9,9,16,0.563,11,30,0.367,0,1.8,21.7,Jr,6-0,20,0.317581,93.4028,3.5,2024,74847,"Clifton, VA",,0.92851627,6,12,3,4,0.5,0.75,0,0,,,113.385,114.52,1.21003,27.8589,-6.05471,-2.39932,-3.65539,-5.09215,21.6667,-3.21662,-1.87552,0.2222,1.2222,1.4444,1.4444,0.6667,0,6.6667,Combo G,9.20854
Dillon Wilhite,Kansas,B12,4,1.2,43.8,38.6,33.3,30.61,11.8,9.4,0,40.6,1,4,0.25,1,3,0.333,0,0,0,0,0,133.3,So,6-9,22,-0.419051,45.1471,10.9,2024,74849,"San Diego, CA",,0,1,2,0,1,0.5,0,0,0,,,104.414,108.919,0.211292,1.55993,-29.0076,-21.9075,-7.10013,-35.3389,2.75,-26.4486,-8.89024,0.25,0.25,0.5,0,0,0,0.75,C,0
Emarion Ellis,Bradley,MVC,11,14.7,77.3,19.1,41.3,49.5,4.8,13.9,12.2,40.2,8,9,0.889,8,17,0.471,1,6,0.167,0,1.4,39.1,So,6-5,2,-0.466188,77.6112,3.3,2024,74850,"Davenport, IA",78,0.58822386,5,12,3,5,0.4167,0.6,0,0,,,103.714,101.33,1.21051,20.91,-5.62382,-5.44573,-0.17808,-6.11722,12,-5.04525,-1.07197,0.4545,1.4545,1.9091,0.9091,0.2727,0,2.4545,Wing G,2.72771
Julian Hammond III,Colorado,P12,20,50.1,105.1,18.6,54.3,56.07,3.7,8.7,16.5,22.7,14,18,0.778,33,68,0.485,24,59,0.407,0.7,1.4,14.2,Jr,6-2,3,1.25401,105.479,3.1,2024,74851,"Denver, CO",52.8,1.30303038,25,45,8,23,0.5556,0.3478,0,0,,,103.905,99.8813,2.38163,72.3624,1.17099,0.778815,0.392177,1.1048,22.15,0.360767,0.744036,0.65,1.7,2.35,2.15,0.55,0.15,7.6,Combo G,7.54702
Blake Peters,Princeton,Ivy,17,71.5,96.4,17,44,45.95,1.5,9.7,7.2,9.7,13,17,0.765,2,9,0.222,40,132,0.303,0.9,1.9,12.1,Jr,6-1,24,0.360371,92.6941,2.7,2024,74852,"Evanston, IL",,1.53843912,1,4,1,5,0.25,0.2,0,0,,,103.976,104.558,2.6292,79.3408,0.188487,0.559174,-0.370687,-1.56728,26.4211,-1.47637,-0.0909064,0.3158,2.1053,2.4211,1.0526,0.8421,0.2105,7.6842,Combo G,16.6885
Nate Tshimanga,Utah Valley,WAC,20,38.4,80.8,17.9,48.1,45.37,8.6,21.4,16.9,28.9,14,39,0.359,25,51,0.49,0,1,0,1.1,1.7,75,Jr,6-10,21,-0.492491,79.8176,7.6,2024,74853,"Montreal, QC",,1.07142301,19,33,6,18,0.5758,0.3333,2,4,0.5,,100.63,100.487,1.62895,61.1179,-3.432,-4.84712,1.41513,-5.65258,15.1364,-6.57738,0.924795,1.2273,2.8182,4.0455,1.3636,0.4545,0.1818,3.2727,C,0.184791
Keisei Tominaga,Nebraska,B10,21,56.7,117.3,22.6,56.3,60.3,0.9,7.2,9.7,9.7,49,55,0.891,51,92,0.554,47,124,0.379,0,2.2,25.5,Sr,6-2,30,3.25321,126.872,1.7,2024,74854,"Moriyama Nagoya Aichi, Japan",,1.20002095,27,47,24,45,0.5745,0.5333,0,0,,,104.907,100.104,2.66358,86.4115,3.20084,4.60198,-1.40114,5.31919,25.2381,4.89263,0.426555,0.1905,1.8095,2,1.1429,0.9524,0,13.9048,Combo G,13.6166
AJ Braun,Wright St.,Horz,22,61.5,120.5,19.5,69.9,68.32,11.5,14.5,5.9,18.7,25,46,0.543,109,156,0.699,0,0,0,4.2,0.7,29.5,Jr,6-9,12,2.42808,117.52,4.2,2024,74858,"Dayton, OH",34.8,0.56412308,91,120,18,36,0.7583,0.5,5,5,1,,114.684,115.169,1.35592,94.4424,1.06113,2.46366,-1.40253,-0.128576,24.6667,1.67398,-1.80255,2.25,3.7083,5.9583,0.9167,0.2917,1.125,11.1667,C,0
Javantae Randle,Eastern Michigan,MAC,14,9.8,98,19.4,55.6,53.87,15.4,13.2,2.4,22.1,4,9,0.444,10,16,0.625,0,2,0,2.7,0,50,So,6-11,35,0.10327,94.0812,5.3,2024,74859,"Detroit, MI",,0.16674999,8,13,1,2,0.6154,0.5,1,1,1,,116.177,115.105,0.328247,11.7008,-7.63968,-3.77306,-3.86663,-7.10186,5.6,-3.86469,-3.23717,0.7333,0.6,1.3333,0.0667,0,0.1333,1.6,C,1.42832
